Navn;Stasjon;Tid(norsk normaltid);Minimumstemperatur (døgn)
Kise Pa Hedmark;SN12550;20.05.1959;2,8
Kise Pa Hedmark;SN12550;21.05.1959;3,1
Kise Pa Hedmark;SN12550;22.05.1959;4,8
Kise Pa Hedmark;SN12550;23.05.1959;2,6
Kise Pa Hedmark;SN12550;24.05.1959;4
Kise Pa Hedmark;SN12550;25.05.1959;4,9
Kise Pa Hedmark;SN12550;26.05.1959;8,2
Kise Pa Hedmark;SN12550;27.05.1959;3,2
Kise Pa Hedmark;SN12550;28.05.1959;3,4
Kise Pa Hedmark;SN12550;29.05.1959;3,7
Kise Pa Hedmark;SN12550;30.05.1959;8,3
Kise Pa Hedmark;SN12550;31.05.1959;5,1
Kise Pa Hedmark;SN12550;01.06.1959;4,6
Kise Pa Hedmark;SN12550;02.06.1959;5
Kise Pa Hedmark;SN12550;03.06.1959;4
Kise Pa Hedmark;SN12550;04.06.1959;8,2
Kise Pa Hedmark;SN12550;05.06.1959;8,7
Kise Pa Hedmark;SN12550;06.06.1959;9,2
Kise Pa Hedmark;SN12550;07.06.1959;10
Kise Pa Hedmark;SN12550;08.06.1959;10,1
Kise Pa Hedmark;SN12550;09.06.1959;8
Kise Pa Hedmark;SN12550;10.06.1959;4,9
Kise Pa Hedmark;SN12550;11.06.1959;5,7
Kise Pa Hedmark;SN12550;12.06.1959;5,4
Kise Pa Hedmark;SN12550;13.06.1959;11,2
Kise Pa Hedmark;SN12550;14.06.1959;7,5
Kise Pa Hedmark;SN12550;15.06.1959;9,4
Kise Pa Hedmark;SN12550;16.06.1959;2,5
Kise Pa Hedmark;SN12550;17.06.1959;7,1
Kise Pa Hedmark;SN12550;18.06.1959;8,5
Kise Pa Hedmark;SN12550;19.06.1959;7,2
Kise Pa Hedmark;SN12550;20.06.1959;2,8
Kise Pa Hedmark;SN12550;21.06.1959;4,4
Kise Pa Hedmark;SN12550;22.06.1959;3,4
Kise Pa Hedmark;SN12550;23.06.1959;7
Kise Pa Hedmark;SN12550;24.06.1959;10,6
Kise Pa Hedmark;SN12550;25.06.1959;10
Kise Pa Hedmark;SN12550;26.06.1959;12
Kise Pa Hedmark;SN12550;27.06.1959;10,4
Kise Pa Hedmark;SN12550;28.06.1959;10,2
Kise Pa Hedmark;SN12550;29.06.1959;9
Kise Pa Hedmark;SN12550;30.06.1959;9,4
Kise Pa Hedmark;SN12550;01.07.1959;10,6
Kise Pa Hedmark;SN12550;01.01.1960;2
Kise Pa Hedmark;SN12550;02.01.1960;-3,4
Kise Pa Hedmark;SN12550;03.01.1960;-4,5
Kise Pa Hedmark;SN12550;04.01.1960;-3,6
Kise Pa Hedmark;SN12550;05.01.1960;1,4
Kise Pa Hedmark;SN12550;06.01.1960;-2,3
Kise Pa Hedmark;SN12550;07.01.1960;-3,7
Kise Pa Hedmark;SN12550;08.01.1960;-11,5
Kise Pa Hedmark;SN12550;09.01.1960;-12,8
Kise Pa Hedmark;SN12550;10.01.1960;-13,8
Kise Pa Hedmark;SN12550;11.01.1960;-14
Kise Pa Hedmark;SN12550;12.01.1960;-13,7
Kise Pa Hedmark;SN12550;13.01.1960;-13,9
Kise Pa Hedmark;SN12550;14.01.1960;-14,8
Kise Pa Hedmark;SN12550;15.01.1960;-11,4
Kise Pa Hedmark;SN12550;16.01.1960;-11,2
Kise Pa Hedmark;SN12550;17.01.1960;-12,3
Kise Pa Hedmark;SN12550;18.01.1960;-11,9
Kise Pa Hedmark;SN12550;19.01.1960;-12,7
Kise Pa Hedmark;SN12550;20.01.1960;-16
Kise Pa Hedmark;SN12550;21.01.1960;-16,5
Kise Pa Hedmark;SN12550;22.01.1960;-12,7
Kise Pa Hedmark;SN12550;23.01.1960;-5,4
Kise Pa Hedmark;SN12550;24.01.1960;-0,7
Kise Pa Hedmark;SN12550;25.01.1960;0,5
Kise Pa Hedmark;SN12550;26.01.1960;0,4
Kise Pa Hedmark;SN12550;27.01.1960;-0,6
Kise Pa Hedmark;SN12550;28.01.1960;-3,1
Kise Pa Hedmark;SN12550;29.01.1960;-11,4
Kise Pa Hedmark;SN12550;30.01.1960;-14,6
Kise Pa Hedmark;SN12550;31.01.1960;-15,9
Kise Pa Hedmark;SN12550;01.02.1960;-15,3
Kise Pa Hedmark;SN12550;02.02.1960;-16,1
Kise Pa Hedmark;SN12550;03.02.1960;-11
Kise Pa Hedmark;SN12550;04.02.1960;-4,9
Kise Pa Hedmark;SN12550;05.02.1960;-3,4
Kise Pa Hedmark;SN12550;06.02.1960;-9,6
Kise Pa Hedmark;SN12550;07.02.1960;-11,8
Kise Pa Hedmark;SN12550;08.02.1960;-7
Kise Pa Hedmark;SN12550;09.02.1960;-7,3
Kise Pa Hedmark;SN12550;10.02.1960;-4,6
Kise Pa Hedmark;SN12550;11.02.1960;-10,4
Kise Pa Hedmark;SN12550;12.02.1960;-12,2
Kise Pa Hedmark;SN12550;13.02.1960;-17,6
Kise Pa Hedmark;SN12550;14.02.1960;-21,6
Kise Pa Hedmark;SN12550;15.02.1960;-15,1
Kise Pa Hedmark;SN12550;16.02.1960;-6,9
Kise Pa Hedmark;SN12550;17.02.1960;-7
Kise Pa Hedmark;SN12550;18.02.1960;-15,6
Kise Pa Hedmark;SN12550;19.02.1960;-16,6
Kise Pa Hedmark;SN12550;20.02.1960;-11,9
Kise Pa Hedmark;SN12550;21.02.1960;-13,4
Kise Pa Hedmark;SN12550;22.02.1960;-15,7
Kise Pa Hedmark;SN12550;23.02.1960;-23,2
Kise Pa Hedmark;SN12550;24.02.1960;-24,1
Kise Pa Hedmark;SN12550;25.02.1960;-23,7
Kise Pa Hedmark;SN12550;26.02.1960;-18,9
Kise Pa Hedmark;SN12550;27.02.1960;-10,4
Kise Pa Hedmark;SN12550;28.02.1960;-7,6
Kise Pa Hedmark;SN12550;29.02.1960;-9,6
Kise Pa Hedmark;SN12550;01.03.1960;-9,7
Kise Pa Hedmark;SN12550;02.03.1960;-7,5
Kise Pa Hedmark;SN12550;03.03.1960;-2,4
Kise Pa Hedmark;SN12550;04.03.1960;-0,3
Kise Pa Hedmark;SN12550;05.03.1960;0,1
Kise Pa Hedmark;SN12550;06.03.1960;-2
Kise Pa Hedmark;SN12550;07.03.1960;-8,1
Kise Pa Hedmark;SN12550;08.03.1960;-7,5
Kise Pa Hedmark;SN12550;09.03.1960;-16,6
Kise Pa Hedmark;SN12550;10.03.1960;-11
Kise Pa Hedmark;SN12550;11.03.1960;-14,5
Kise Pa Hedmark;SN12550;12.03.1960;-9,5
Kise Pa Hedmark;SN12550;13.03.1960;-3,3
Kise Pa Hedmark;SN12550;14.03.1960;-3
Kise Pa Hedmark;SN12550;15.03.1960;-1,5
Kise Pa Hedmark;SN12550;16.03.1960;-1,8
Kise Pa Hedmark;SN12550;17.03.1960;-2,7
Kise Pa Hedmark;SN12550;18.03.1960;-6,6
Kise Pa Hedmark;SN12550;19.03.1960;-7
Kise Pa Hedmark;SN12550;20.03.1960;-10,7
Kise Pa Hedmark;SN12550;21.03.1960;-10,9
Kise Pa Hedmark;SN12550;22.03.1960;-5,7
Kise Pa Hedmark;SN12550;23.03.1960;-7
Kise Pa Hedmark;SN12550;24.03.1960;-9,8
Kise Pa Hedmark;SN12550;25.03.1960;-4,8
Kise Pa Hedmark;SN12550;26.03.1960;-9,4
Kise Pa Hedmark;SN12550;27.03.1960;-4,9
Kise Pa Hedmark;SN12550;28.03.1960;-4,2
Kise Pa Hedmark;SN12550;29.03.1960;-1,3
Kise Pa Hedmark;SN12550;30.03.1960;-5,2
Kise Pa Hedmark;SN12550;31.03.1960;-6,9
Kise Pa Hedmark;SN12550;01.04.1960;-8,3
Kise Pa Hedmark;SN12550;02.04.1960;-6,5
Kise Pa Hedmark;SN12550;03.04.1960;-3,8
Kise Pa Hedmark;SN12550;04.04.1960;-9,6
Kise Pa Hedmark;SN12550;05.04.1960;-8,8
Kise Pa Hedmark;SN12550;06.04.1960;-0,2
Kise Pa Hedmark;SN12550;07.04.1960;0,3
Kise Pa Hedmark;SN12550;08.04.1960;-0,4
Kise Pa Hedmark;SN12550;09.04.1960;0,2
Kise Pa Hedmark;SN12550;10.04.1960;0,2
Kise Pa Hedmark;SN12550;11.04.1960;-1,9
Kise Pa Hedmark;SN12550;12.04.1960;-1,5
Kise Pa Hedmark;SN12550;13.04.1960;1
Kise Pa Hedmark;SN12550;14.04.1960;1,1
Kise Pa Hedmark;SN12550;15.04.1960;1,4
Kise Pa Hedmark;SN12550;16.04.1960;2
Kise Pa Hedmark;SN12550;17.04.1960;0
Kise Pa Hedmark;SN12550;18.04.1960;-2,9
Kise Pa Hedmark;SN12550;19.04.1960;-2,6
Kise Pa Hedmark;SN12550;20.04.1960;-2,3
Kise Pa Hedmark;SN12550;21.04.1960;1
Kise Pa Hedmark;SN12550;22.04.1960;0,2
Kise Pa Hedmark;SN12550;23.04.1960;-0,7
Kise Pa Hedmark;SN12550;24.04.1960;0,9
Kise Pa Hedmark;SN12550;25.04.1960;1,9
Kise Pa Hedmark;SN12550;26.04.1960;-0,2
Kise Pa Hedmark;SN12550;27.04.1960;0,7
Kise Pa Hedmark;SN12550;28.04.1960;-0,2
Kise Pa Hedmark;SN12550;29.04.1960;-1,1
Kise Pa Hedmark;SN12550;30.04.1960;-1,6
Kise Pa Hedmark;SN12550;01.05.1960;-3,5
Kise Pa Hedmark;SN12550;02.05.1960;-0,2
Kise Pa Hedmark;SN12550;03.05.1960;-1,7
Kise Pa Hedmark;SN12550;04.05.1960;-1,3
Kise Pa Hedmark;SN12550;05.05.1960;0,9
Kise Pa Hedmark;SN12550;06.05.1960;4,6
Kise Pa Hedmark;SN12550;07.05.1960;5,1
Kise Pa Hedmark;SN12550;08.05.1960;4,7
Kise Pa Hedmark;SN12550;09.05.1960;5,6
Kise Pa Hedmark;SN12550;10.05.1960;5,2
Kise Pa Hedmark;SN12550;11.05.1960;3,3
Kise Pa Hedmark;SN12550;12.05.1960;3,8
Kise Pa Hedmark;SN12550;13.05.1960;4,8
Kise Pa Hedmark;SN12550;14.05.1960;5,9
Kise Pa Hedmark;SN12550;15.05.1960;4,4
Kise Pa Hedmark;SN12550;16.05.1960;4,9
Kise Pa Hedmark;SN12550;17.05.1960;5,4
Kise Pa Hedmark;SN12550;18.05.1960;5,5
Kise Pa Hedmark;SN12550;19.05.1960;4,6
Kise Pa Hedmark;SN12550;20.05.1960;7,2
Kise Pa Hedmark;SN12550;21.05.1960;6,5
Kise Pa Hedmark;SN12550;22.05.1960;4,4
Kise Pa Hedmark;SN12550;23.05.1960;5,1
Kise Pa Hedmark;SN12550;24.05.1960;8,2
Kise Pa Hedmark;SN12550;25.05.1960;4,1
Kise Pa Hedmark;SN12550;26.05.1960;7,4
Kise Pa Hedmark;SN12550;27.05.1960;8,5
Kise Pa Hedmark;SN12550;28.05.1960;7,7
Kise Pa Hedmark;SN12550;29.05.1960;5
Kise Pa Hedmark;SN12550;30.05.1960;8
Kise Pa Hedmark;SN12550;31.05.1960;9,4
Kise Pa Hedmark;SN12550;01.06.1960;9,4
Kise Pa Hedmark;SN12550;02.06.1960;4,7
Kise Pa Hedmark;SN12550;03.06.1960;7,9
Kise Pa Hedmark;SN12550;04.06.1960;9,5
Kise Pa Hedmark;SN12550;05.06.1960;9,9
Kise Pa Hedmark;SN12550;06.06.1960;9,9
Kise Pa Hedmark;SN12550;07.06.1960;11,9
Kise Pa Hedmark;SN12550;08.06.1960;13,4
Kise Pa Hedmark;SN12550;09.06.1960;10,6
Kise Pa Hedmark;SN12550;10.06.1960;11,3
Kise Pa Hedmark;SN12550;11.06.1960;10,4
Kise Pa Hedmark;SN12550;12.06.1960;10,4
Kise Pa Hedmark;SN12550;13.06.1960;9,7
Kise Pa Hedmark;SN12550;14.06.1960;9,9
Kise Pa Hedmark;SN12550;15.06.1960;8,4
Kise Pa Hedmark;SN12550;16.06.1960;7,2
Kise Pa Hedmark;SN12550;17.06.1960;10,2
Kise Pa Hedmark;SN12550;18.06.1960;11,2
Kise Pa Hedmark;SN12550;19.06.1960;9,5
Kise Pa Hedmark;SN12550;20.06.1960;3,8
Kise Pa Hedmark;SN12550;21.06.1960;5,3
Kise Pa Hedmark;SN12550;22.06.1960;12,9
Kise Pa Hedmark;SN12550;23.06.1960;10,3
Kise Pa Hedmark;SN12550;24.06.1960;12,4
Kise Pa Hedmark;SN12550;25.06.1960;13
Kise Pa Hedmark;SN12550;26.06.1960;14,3
Kise Pa Hedmark;SN12550;27.06.1960;14,4
Kise Pa Hedmark;SN12550;28.06.1960;11,8
Kise Pa Hedmark;SN12550;29.06.1960;9,9
Kise Pa Hedmark;SN12550;30.06.1960;8
Kise Pa Hedmark;SN12550;01.07.1960;5,6
Kise Pa Hedmark;SN12550;01.01.1961;-1,3
Kise Pa Hedmark;SN12550;02.01.1961;-1,7
Kise Pa Hedmark;SN12550;03.01.1961;-1,8
Kise Pa Hedmark;SN12550;04.01.1961;-2,5
Kise Pa Hedmark;SN12550;05.01.1961;-5
Kise Pa Hedmark;SN12550;06.01.1961;-15,1
Kise Pa Hedmark;SN12550;07.01.1961;-18
Kise Pa Hedmark;SN12550;08.01.1961;-18,5
Kise Pa Hedmark;SN12550;09.01.1961;-16,8
Kise Pa Hedmark;SN12550;10.01.1961;-15,3
Kise Pa Hedmark;SN12550;11.01.1961;-15
Kise Pa Hedmark;SN12550;12.01.1961;-17,1
Kise Pa Hedmark;SN12550;13.01.1961;-13,1
Kise Pa Hedmark;SN12550;14.01.1961;-14,4
Kise Pa Hedmark;SN12550;15.01.1961;-11
Kise Pa Hedmark;SN12550;16.01.1961;-8,2
Kise Pa Hedmark;SN12550;17.01.1961;-9,5
Kise Pa Hedmark;SN12550;18.01.1961;-12,9
Kise Pa Hedmark;SN12550;19.01.1961;-13
Kise Pa Hedmark;SN12550;20.01.1961;-12,6
Kise Pa Hedmark;SN12550;21.01.1961;-19,8
Kise Pa Hedmark;SN12550;22.01.1961;-14,2
Kise Pa Hedmark;SN12550;23.01.1961;-15,1
Kise Pa Hedmark;SN12550;24.01.1961;-14,4
Kise Pa Hedmark;SN12550;25.01.1961;-20,4
Kise Pa Hedmark;SN12550;26.01.1961;-20
Kise Pa Hedmark;SN12550;27.01.1961;-21
Kise Pa Hedmark;SN12550;28.01.1961;-12,5
Kise Pa Hedmark;SN12550;29.01.1961;-4,2
Kise Pa Hedmark;SN12550;30.01.1961;-6,5
Kise Pa Hedmark;SN12550;31.01.1961;-11
Kise Pa Hedmark;SN12550;01.02.1961;-10,9
Kise Pa Hedmark;SN12550;02.02.1961;-13,7
Kise Pa Hedmark;SN12550;03.02.1961;-11,5
Kise Pa Hedmark;SN12550;04.02.1961;-18,7
Kise Pa Hedmark;SN12550;05.02.1961;-21
Kise Pa Hedmark;SN12550;06.02.1961;-21
Kise Pa Hedmark;SN12550;07.02.1961;-9,5
Kise Pa Hedmark;SN12550;08.02.1961;-14,9
Kise Pa Hedmark;SN12550;09.02.1961;-15,5
Kise Pa Hedmark;SN12550;10.02.1961;-10,8
Kise Pa Hedmark;SN12550;11.02.1961;-12,6
Kise Pa Hedmark;SN12550;12.02.1961;-13,9
Kise Pa Hedmark;SN12550;13.02.1961;-18,9
Kise Pa Hedmark;SN12550;14.02.1961;-6,9
Kise Pa Hedmark;SN12550;15.02.1961;-2,4
Kise Pa Hedmark;SN12550;16.02.1961;-8,3
Kise Pa Hedmark;SN12550;17.02.1961;-9,1
Kise Pa Hedmark;SN12550;18.02.1961;-5,6
Kise Pa Hedmark;SN12550;19.02.1961;-3,7
Kise Pa Hedmark;SN12550;20.02.1961;-6,8
Kise Pa Hedmark;SN12550;21.02.1961;-10
Kise Pa Hedmark;SN12550;22.02.1961;-14,1
Kise Pa Hedmark;SN12550;23.02.1961;-14,3
Kise Pa Hedmark;SN12550;24.02.1961;-15,9
Kise Pa Hedmark;SN12550;25.02.1961;-6,2
Kise Pa Hedmark;SN12550;26.02.1961;-1,5
Kise Pa Hedmark;SN12550;27.02.1961;1,4
Kise Pa Hedmark;SN12550;28.02.1961;-1,5
Kise Pa Hedmark;SN12550;01.03.1961;-8,6
Kise Pa Hedmark;SN12550;02.03.1961;-9
Kise Pa Hedmark;SN12550;03.03.1961;-6,5
Kise Pa Hedmark;SN12550;04.03.1961;-2
Kise Pa Hedmark;SN12550;05.03.1961;-3,7
Kise Pa Hedmark;SN12550;06.03.1961;0,4
Kise Pa Hedmark;SN12550;07.03.1961;1,5
Kise Pa Hedmark;SN12550;08.03.1961;-2,3
Kise Pa Hedmark;SN12550;09.03.1961;-0,6
Kise Pa Hedmark;SN12550;10.03.1961;0,4
Kise Pa Hedmark;SN12550;11.03.1961;1,2
Kise Pa Hedmark;SN12550;12.03.1961;1,4
Kise Pa Hedmark;SN12550;13.03.1961;-2,1
Kise Pa Hedmark;SN12550;14.03.1961;-4,6
Kise Pa Hedmark;SN12550;15.03.1961;0
Kise Pa Hedmark;SN12550;16.03.1961;-3,4
Kise Pa Hedmark;SN12550;17.03.1961;1,6
Kise Pa Hedmark;SN12550;18.03.1961;-0,4
Kise Pa Hedmark;SN12550;19.03.1961;-6,2
Kise Pa Hedmark;SN12550;20.03.1961;-3,7
Kise Pa Hedmark;SN12550;21.03.1961;-8,9
Kise Pa Hedmark;SN12550;22.03.1961;-5,8
Kise Pa Hedmark;SN12550;23.03.1961;-6
Kise Pa Hedmark;SN12550;24.03.1961;-0,6
Kise Pa Hedmark;SN12550;25.03.1961;-2,2
Kise Pa Hedmark;SN12550;26.03.1961;3,8
Kise Pa Hedmark;SN12550;27.03.1961;-1,4
Kise Pa Hedmark;SN12550;28.03.1961;-0,9
Kise Pa Hedmark;SN12550;29.03.1961;-4,8
Kise Pa Hedmark;SN12550;30.03.1961;-6,1
Kise Pa Hedmark;SN12550;31.03.1961;-9,3
Kise Pa Hedmark;SN12550;01.04.1961;-9,4
Kise Pa Hedmark;SN12550;02.04.1961;-8,4
Kise Pa Hedmark;SN12550;03.04.1961;-1,7
Kise Pa Hedmark;SN12550;04.04.1961;-4,8
Kise Pa Hedmark;SN12550;05.04.1961;-6,5
Kise Pa Hedmark;SN12550;06.04.1961;-1,5
Kise Pa Hedmark;SN12550;07.04.1961;0
Kise Pa Hedmark;SN12550;08.04.1961;-2,7
Kise Pa Hedmark;SN12550;09.04.1961;-3,5
Kise Pa Hedmark;SN12550;10.04.1961;-4
Kise Pa Hedmark;SN12550;11.04.1961;-3,6
Kise Pa Hedmark;SN12550;12.04.1961;-2,1
Kise Pa Hedmark;SN12550;13.04.1961;-3
Kise Pa Hedmark;SN12550;14.04.1961;1,2
Kise Pa Hedmark;SN12550;15.04.1961;3,5
Kise Pa Hedmark;SN12550;16.04.1961;0,4
Kise Pa Hedmark;SN12550;17.04.1961;-0,9
Kise Pa Hedmark;SN12550;18.04.1961;0,9
Kise Pa Hedmark;SN12550;19.04.1961;-1,9
Kise Pa Hedmark;SN12550;20.04.1961;-2,6
Kise Pa Hedmark;SN12550;21.04.1961;-1,4
Kise Pa Hedmark;SN12550;22.04.1961;-0,1
Kise Pa Hedmark;SN12550;23.04.1961;1
Kise Pa Hedmark;SN12550;24.04.1961;0,6
Kise Pa Hedmark;SN12550;25.04.1961;0,6
Kise Pa Hedmark;SN12550;26.04.1961;1,3
Kise Pa Hedmark;SN12550;27.04.1961;2,3
Kise Pa Hedmark;SN12550;28.04.1961;3,7
Kise Pa Hedmark;SN12550;29.04.1961;4,7
Kise Pa Hedmark;SN12550;30.04.1961;0,2
Kise Pa Hedmark;SN12550;01.05.1961;3,9
Kise Pa Hedmark;SN12550;02.05.1961;0,2
Kise Pa Hedmark;SN12550;03.05.1961;-0,1
Kise Pa Hedmark;SN12550;04.05.1961;3,8
Kise Pa Hedmark;SN12550;05.05.1961;1,7
Kise Pa Hedmark;SN12550;06.05.1961;4,8
Kise Pa Hedmark;SN12550;07.05.1961;6
Kise Pa Hedmark;SN12550;08.05.1961;5
Kise Pa Hedmark;SN12550;09.05.1961;6,4
Kise Pa Hedmark;SN12550;10.05.1961;4,1
Kise Pa Hedmark;SN12550;11.05.1961;3,1
Kise Pa Hedmark;SN12550;12.05.1961;1,3
Kise Pa Hedmark;SN12550;13.05.1961;3,6
Kise Pa Hedmark;SN12550;14.05.1961;6,4
Kise Pa Hedmark;SN12550;15.05.1961;3,2
Kise Pa Hedmark;SN12550;16.05.1961;3,9
Kise Pa Hedmark;SN12550;17.05.1961;2,6
Kise Pa Hedmark;SN12550;18.05.1961;5,4
Kise Pa Hedmark;SN12550;19.05.1961;5,3
Kise Pa Hedmark;SN12550;20.05.1961;4,5
Kise Pa Hedmark;SN12550;21.05.1961;3
Kise Pa Hedmark;SN12550;22.05.1961;3,8
Kise Pa Hedmark;SN12550;23.05.1961;6,4
Kise Pa Hedmark;SN12550;24.05.1961;9
Kise Pa Hedmark;SN12550;25.05.1961;5,4
Kise Pa Hedmark;SN12550;26.05.1961;3,9
Kise Pa Hedmark;SN12550;27.05.1961;3,6
Kise Pa Hedmark;SN12550;28.05.1961;3,9
Kise Pa Hedmark;SN12550;29.05.1961;2,5
Kise Pa Hedmark;SN12550;30.05.1961;6,9
Kise Pa Hedmark;SN12550;31.05.1961;6,9
Kise Pa Hedmark;SN12550;01.06.1961;7,2
Kise Pa Hedmark;SN12550;02.06.1961;9,6
Kise Pa Hedmark;SN12550;03.06.1961;6,6
Kise Pa Hedmark;SN12550;04.06.1961;10
Kise Pa Hedmark;SN12550;05.06.1961;11,1
Kise Pa Hedmark;SN12550;06.06.1961;10,6
Kise Pa Hedmark;SN12550;07.06.1961;9,5
Kise Pa Hedmark;SN12550;08.06.1961;10,6
Kise Pa Hedmark;SN12550;09.06.1961;11,7
Kise Pa Hedmark;SN12550;10.06.1961;10,8
Kise Pa Hedmark;SN12550;11.06.1961;6,4
Kise Pa Hedmark;SN12550;12.06.1961;8,8
Kise Pa Hedmark;SN12550;13.06.1961;11,5
Kise Pa Hedmark;SN12550;14.06.1961;8,7
Kise Pa Hedmark;SN12550;15.06.1961;6,2
Kise Pa Hedmark;SN12550;16.06.1961;8,6
Kise Pa Hedmark;SN12550;17.06.1961;10
Kise Pa Hedmark;SN12550;18.06.1961;10,3
Kise Pa Hedmark;SN12550;19.06.1961;9
Kise Pa Hedmark;SN12550;20.06.1961;6,4
Kise Pa Hedmark;SN12550;21.06.1961;7,4
Kise Pa Hedmark;SN12550;22.06.1961;9,3
Kise Pa Hedmark;SN12550;23.06.1961;5,7
Kise Pa Hedmark;SN12550;24.06.1961;8,2
Kise Pa Hedmark;SN12550;25.06.1961;6,2
Kise Pa Hedmark;SN12550;26.06.1961;6,1
Kise Pa Hedmark;SN12550;27.06.1961;7,6
Kise Pa Hedmark;SN12550;28.06.1961;8,2
Kise Pa Hedmark;SN12550;29.06.1961;9,8
Kise Pa Hedmark;SN12550;30.06.1961;8,3
Kise Pa Hedmark;SN12550;01.07.1961;12,2
Kise Pa Hedmark;SN12550;01.01.1962;-7,1
Kise Pa Hedmark;SN12550;02.01.1962;-14
Kise Pa Hedmark;SN12550;03.01.1962;-9,5
Kise Pa Hedmark;SN12550;04.01.1962;-9,2
Kise Pa Hedmark;SN12550;05.01.1962;-5
Kise Pa Hedmark;SN12550;06.01.1962;-9
Kise Pa Hedmark;SN12550;07.01.1962;-13,1
Kise Pa Hedmark;SN12550;08.01.1962;-7,6
Kise Pa Hedmark;SN12550;09.01.1962;-0,8
Kise Pa Hedmark;SN12550;10.01.1962;0
Kise Pa Hedmark;SN12550;11.01.1962;0,1
Kise Pa Hedmark;SN12550;12.01.1962;0,5
Kise Pa Hedmark;SN12550;13.01.1962;-4,6
Kise Pa Hedmark;SN12550;14.01.1962;-12,2
Kise Pa Hedmark;SN12550;15.01.1962;-16,1
Kise Pa Hedmark;SN12550;16.01.1962;-16,3
Kise Pa Hedmark;SN12550;17.01.1962;-5,6
Kise Pa Hedmark;SN12550;18.01.1962;-3,1
Kise Pa Hedmark;SN12550;19.01.1962;-5,6
Kise Pa Hedmark;SN12550;20.01.1962;-7,3
Kise Pa Hedmark;SN12550;21.01.1962;-11,8
Kise Pa Hedmark;SN12550;22.01.1962;-8,2
Kise Pa Hedmark;SN12550;23.01.1962;-2,6
Kise Pa Hedmark;SN12550;24.01.1962;-5
Kise Pa Hedmark;SN12550;25.01.1962;-9
Kise Pa Hedmark;SN12550;26.01.1962;-16,9
Kise Pa Hedmark;SN12550;27.01.1962;-17,1
Kise Pa Hedmark;SN12550;28.01.1962;-17,5
Kise Pa Hedmark;SN12550;29.01.1962;-19,5
Kise Pa Hedmark;SN12550;30.01.1962;-14,4
Kise Pa Hedmark;SN12550;31.01.1962;-8,5
Kise Pa Hedmark;SN12550;01.02.1962;-5,9
Kise Pa Hedmark;SN12550;02.02.1962;-11
Kise Pa Hedmark;SN12550;03.02.1962;-13,6
Kise Pa Hedmark;SN12550;04.02.1962;-6,7
Kise Pa Hedmark;SN12550;05.02.1962;-12
Kise Pa Hedmark;SN12550;06.02.1962;-14,3
Kise Pa Hedmark;SN12550;07.02.1962;-7
Kise Pa Hedmark;SN12550;08.02.1962;-3,4
Kise Pa Hedmark;SN12550;09.02.1962;-8,4
Kise Pa Hedmark;SN12550;10.02.1962;-3,8
Kise Pa Hedmark;SN12550;11.02.1962;-3,8
Kise Pa Hedmark;SN12550;12.02.1962;-3,8
Kise Pa Hedmark;SN12550;13.02.1962;-9,2
Kise Pa Hedmark;SN12550;14.02.1962;-10
Kise Pa Hedmark;SN12550;15.02.1962;-14,1
Kise Pa Hedmark;SN12550;16.02.1962;-2,7
Kise Pa Hedmark;SN12550;17.02.1962;-1,4
Kise Pa Hedmark;SN12550;18.02.1962;-9,4
Kise Pa Hedmark;SN12550;19.02.1962;-9,2
Kise Pa Hedmark;SN12550;20.02.1962;-3
Kise Pa Hedmark;SN12550;21.02.1962;-6,2
Kise Pa Hedmark;SN12550;22.02.1962;-13
Kise Pa Hedmark;SN12550;23.02.1962;-12,3
Kise Pa Hedmark;SN12550;24.02.1962;-2,4
Kise Pa Hedmark;SN12550;25.02.1962;-10,2
Kise Pa Hedmark;SN12550;26.02.1962;-16,2
Kise Pa Hedmark;SN12550;27.02.1962;-9
Kise Pa Hedmark;SN12550;28.02.1962;-14,2
Kise Pa Hedmark;SN12550;01.03.1962;-8,5
Kise Pa Hedmark;SN12550;02.03.1962;-7,3
Kise Pa Hedmark;SN12550;03.03.1962;-6,8
Kise Pa Hedmark;SN12550;04.03.1962;-13,9
Kise Pa Hedmark;SN12550;05.03.1962;-22,2
Kise Pa Hedmark;SN12550;06.03.1962;-21
Kise Pa Hedmark;SN12550;07.03.1962;-19
Kise Pa Hedmark;SN12550;08.03.1962;-16,5
Kise Pa Hedmark;SN12550;09.03.1962;-11
Kise Pa Hedmark;SN12550;10.03.1962;-5,1
Kise Pa Hedmark;SN12550;11.03.1962;-17
Kise Pa Hedmark;SN12550;12.03.1962;-18,7
Kise Pa Hedmark;SN12550;13.03.1962;-16,5
Kise Pa Hedmark;SN12550;14.03.1962;-19,5
Kise Pa Hedmark;SN12550;15.03.1962;-18,8
Kise Pa Hedmark;SN12550;16.03.1962;-15,8
Kise Pa Hedmark;SN12550;17.03.1962;-13,3
Kise Pa Hedmark;SN12550;18.03.1962;-7,9
Kise Pa Hedmark;SN12550;19.03.1962;-7,6
Kise Pa Hedmark;SN12550;20.03.1962;-8,8
Kise Pa Hedmark;SN12550;21.03.1962;-10,5
Kise Pa Hedmark;SN12550;22.03.1962;-7,3
Kise Pa Hedmark;SN12550;23.03.1962;-11,5
Kise Pa Hedmark;SN12550;24.03.1962;-14,6
Kise Pa Hedmark;SN12550;25.03.1962;-9,6
Kise Pa Hedmark;SN12550;26.03.1962;-4,5
